;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
TRIGMOD_HEADER;Our government reports that we have gained;;;;;;;;;;;;;;
TRIGMODLOST_HEADER;Our government reports that we have lost;;;;;;;;;;;;;;
POLITICS_DECISIONS2;§YYellow§g decisions are generic, §Ggreen§g decisions require a province selector, and §Wwhite§g decisions are historical.;;;;;;;;;;;;;;
revanchism;§WRevanchism;Revanchisme;Revanchismus;;Revanchismo;;;;;;;;;x;
z1manage_grants_desc;Triggers an event that lets you enable giving grants, deny giving grants, or request a grant from other human players.;;;;;;;;;;;;;x
requested_grant;Requested Grant;;;;;;;;;;;;;x
requested_grant_desc;We have recently requested a grant and must wait awhile before asking for another one.;;;;;;;;;;;;;x
zcraftsmen_on_title;§YEnable Non-Accepted Culture Craftsmen Promotion;;;;;;;;;;;;;x
zcraftsmen_on_desc;Allow non-accepted culture POPs to promote into craftsmen. This can be used to prevent the craftsmen assimilation glitch or set up your own craftsmen glitch in specific provinces.;;;;;;;;;;;;;x
zcraftsmen_off_title;§YDisable Non-Accepted Culture Craftsmen Promotion;;;;;;;;;;;;;x
zcraftsmen_off_desc;Prevent non-accepted culture POPs from promoting into craftsmen. This can be used to prevent the craftsmen assimilation glitch or set up your own craftsmen glitch in specific provinces.;;;;;;;;;;;;;x
disable_non_accepted_craftsmen;Disable Non-Accepted Craftsmen;;;;;;;;;;;;;x
EVTNAME91309;Toggle Craftsmen Promotion;;;;;;;;;;;;;x
EVTDESC91309;POPs of the chosen type will not promote to craftsmen or artisans.;;;;;;;;;;;;;x
EVTOPTA91309;Non-Accepted POPs;;;;;;;;;;;;;x
EVTOPTB91309;Coal Mine Labourers;;;;;;;;;;;;;x
EVTOPTC91309;Iron Mine Labourers;;;;;;;;;;;;;x
EVTOPTD91309;Sulphur Mine Labourers;;;;;;;;;;;;;x
EVTOPTE91309;Rubber Lodge Labourers;;;;;;;;;;;;;x
EVTOPTF91309;Oil Rig Labourers;;;;;;;;;;;;;x
EVTOPTG91309;Timber Lodge Labourers;;;;;;;;;;;;;x
EVTOPTH91309;Tropical Wood Lodge Labourers;;;;;;;;;;;;;x
EVTOPTI91309;Clear previous choices and enable promotion in all non-mining RGOs;;;;;;;;;;;;;x
EVTNAMErequestgrant;Request Grant;;;;;;;;;;;;;x
EVTDESCrequestgrant;Choose an amount you want to apply for;;;;;;;;;;;;;x
Ask_0.1M_Grant;Ask for 100,000;;;;;;;;;;;;;x
Ask_0.5M_Grant;Ask for 500,000;;;;;;;;;;;;;x
Ask_1M_Grant;Ask for 1,000,000;;;;;;;;;;;;;x
Ask_2M_Grant;Ask for 2,000,000;;;;;;;;;;;;;x
EVTNAMEgivegrant;Grant Requested;;;;;;;;;;;;;x
EVTDESCgivegrant;Another nation has come to us to ask for a grant. Shall we give it to them?;;;;;;;;;;;;;x
Give_0.1M_Grant;Give them 100,000.;;;;;;;;;;;;;x
Give_0.5M_Grant;Give them 500,000.;;;;;;;;;;;;;x
Give_1M_Grant;Give them 1,000,000.;;;;;;;;;;;;;x
Give_2M_Grant;Give them 2,000,000.;;;;;;;;;;;;;x
Give_No_Grant;No.;;;;;;;;;;;;;x
army_supply_idea;Army Supply Idea;;;;;;;;;;;;;x
army_supply_idea_desc;This invention lowers army supply consumption;;;;;;;;;;;;;x
military_hospitals_idea;Military Hospitals National Idea;;;;;;;;;;;;;x
military_hospitals_idea_desc;This invention results in less soldier POPs dying as a result of combat losses. Note that regiments will still lose the same amount of men for each damage taken, you'll just have more soldier POPs leftover.;;;;;;;;;;;;;x
reinforce_rate_idea;Reinforce Rate National Idea;;;;;;;;;;;;;x
reinforce_rate_idea_desc;This invention increases the speed of reinforcements.;;;;;;;;;;;;;x
zcountry_pass_reform_title;§YPass Reform;;;;;;;;;x;;;;
zcountry_pass_reform_desc;Lets you pass any reform without the support of the upper house and gives the reform passed modifier for several years. You must still meet other requirements listed in the reform, e.g. you must have medicine in order to enact trinket healthcare and it cannot be less than 6 months since you passed another reform. The passed modifier gives negative tax efficiency and increased militancy.;;;;;;;;;x;;;;
zcountry_increase_healthcare_title;Enact Healthcare Reform;;;;;;;;;x;;;;
zcountry_increase_healthcare_desc;Raises your healthcare reform by one level and gives the reform passed modifier for several years. This modifier gives negative tax efficiency and increased militancy.;;;;;;;;;x;;;;
zcountry_increase_conscription_title;Increase Draft Laws;;;;;;;;;x;;;;
zcountry_increase_conscription_desc;Raises your draft law by one level and gives the reactionary surge modifier for several years. This modifier gives negative tax efficiency, increased militancy, and pushes your POPs to become more reactionary. If your government type is a fascist or communist dictatorship, or you are currently involved in a great war, the draft law will skip to service by requirement.;;;;;;;;;x;;;;
zcountry_suppression_title;§YMartial Law;;;;;;;;;x;;;;
zcountry_suppression_desc;Add or remove the martial law modifier which gives -0.07 militancy/consciousness, -0.05% tax efficiency, and a debuff to POP promotion.;;;;;;;;;x;;;;
zcountry_decrease_rnd_title;§YDecrease Research and Development;;;;;;;;;x;;;;
zcountry_decrease_rnd_desc;Lowers current R&D level by one.;;;;;;;;;x;;;;
zcountry_increase_rnd_title;§YIncrease Research and Development;;;;;;;;;x;;;;
zcountry_increase_rnd_desc;Raises current R&D level by one.;;;;;;;;;x;;;;
martial_law;Martial Law;;;;;;;;;x;;;;
zcountry_early_change_ideology_title;§YSpread Ideology;;;;;;;;;x;;;;
zcountry_early_change_ideology_desc;Adds a +0.1 militancy modifier and large population drift towards the chosen ideology.;;;;;;;;;x;;;;
zcountry_mid_change_ideology_title;§YSpread Ideology;;;;;;;;;x;;;;
zcountry_mid_change_ideology_desc;Adds a +0.1 militancy modifier and large population drift towards the chosen ideology.;;;;;;;;;x;;;;
zcountry_late_change_ideology_title;§YSpread Ideology;;;;;;;;;x;;;;
zcountry_late_change_ideology_desc;Adds a +0.1 militancy modifier and large population drift towards the chosen ideology.;;;;;;;;;x;;;;
zcountry_endgame_change_ideology_title;§YSpread Ideology;;;;;;;;;x;;;;
zcountry_endgame_change_ideology_desc;Adds a +0.1 militancy modifier and large population drift towards the chosen ideology.;;;;;;;;;x;;;;
zstate_literacy_campaign_title;§GLiteracy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_desc;Increases the literacy of the selected state at the cost of 100,000 pounds per every 100k population in the state rounded up. The bonus is 2.5% for for states above 75% literacy, 5%, for states between 75% and 50%, 7.5% for states between 50% and 25%, and 10% for states below 25%. Can only use on the same state once every 15 years.;;;;;;;;;x;;;;
zstate_literacy_campaign_100k_title;§G0-100k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_100k_desc;Costs 100,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_200k_title;§G100k-200k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_200k_desc;Costs 200,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_300k_title;§G200k-300k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_300k_desc;Costs 300,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_400k_title;§G300k-400k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_400k_desc;Costs 400,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_500k_title;§G400k-500k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_500k_desc;Costs 500,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_600k_title;§G500k-600k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_600k_desc;Costs 600,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_700k_title;§G600k-700k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_700k_desc;Costs 700,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_800k_title;§G700k-800k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_800k_desc;Costs 800,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_900k_title;§G800k-900k State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_900k_desc;Costs 900,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_1M_title;§G900k-1M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_1M_desc;Costs 1,000,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_1.2M_title;§G1M-1.2M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_1.2M_desc;Costs 1,200,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_1.4M_title;§G1.2M-1.4M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_1.4M_desc;Costs 1,400,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_1.6M_title;§G1.4M-1.6M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_1.6M_desc;Costs 1,600,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_1.8M_title;§G1.6M-1.8M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_1.8M_desc;Costs 1,800,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_2M_title;§G1.8M-2M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_2M_desc;Costs 2,000,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_2.5M_title;§G2M-2.5M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_2.5M_desc;Costs 2,500,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_3M_title;§G2.5M-3M State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_3M_desc;Costs 3,000,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
zstate_literacy_campaign_3M+_title;§G3M+ State Literacy Campaign;;;;;;;;;x;;;;
zstate_literacy_campaign_3M+_desc;Costs 3,000,000 pounds to increase the literacy of the selected state by 10% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_100k_title;§G0-100k State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_100k_desc;Costs 100,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_200k_title;§G100k-200k State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_200k_desc;Costs 200,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_300k_title;§G200k-300k State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_300k_desc;Costs 300,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_400k_title;§G300k-400k State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_400k_desc;Costs 400,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_500k_title;§G400k-500k State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_500k_desc;Costs 500,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_600k_title;§G500k-600k State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_600k_desc;Costs 600,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_700k_title;§G600k-700k State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_700k_desc;Costs 700,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_800k_title;§G700k-800k State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_800k_desc;Costs 800,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_900k_title;§G800k-900k State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_900k_desc;Costs 900,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_1M_title;§G900k-1M State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_1M_desc;Costs 1,000,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_1.2M_title;§G1M-1.2M State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_1.2M_desc;Costs 1,200,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_1.4M_title;§G1.2M-1.4M State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_1.4M_desc;Costs 1,400,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_1.6M_title;§G1.4M-1.6M State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_1.6M_desc;Costs 1,600,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_1.8M_title;§G1.6M-1.8M State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_1.8M_desc;Costs 1,800,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_2M_title;§G1.8M-2M State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_2M_desc;Costs 2,000,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_2.5M_title;§G2M-2.5M State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_2.5M_desc;Costs 2,500,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_3M_title;§G2.5M-3M State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_3M_desc;Costs 3,000,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z25state_literacy_campaign_3M+_title;§G3M+ State Literacy Campaign;;;;;;;;;x;;;;
z25state_literacy_campaign_3M+_desc;Costs 3,000,000 pounds to increase the literacy of the selected state by 7.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_100k_title;§G0-100k State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_100k_desc;Costs 100,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_200k_title;§G100k-200k State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_200k_desc;Costs 200,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_300k_title;§G200k-300k State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_300k_desc;Costs 300,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_400k_title;§G300k-400k State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_400k_desc;Costs 400,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_500k_title;§G400k-500k State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_500k_desc;Costs 500,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_600k_title;§G500k-600k State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_600k_desc;Costs 600,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_700k_title;§G600k-700k State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_700k_desc;Costs 700,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_800k_title;§G700k-800k State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_800k_desc;Costs 800,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_900k_title;§G800k-900k State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_900k_desc;Costs 900,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_1M_title;§G900k-1M State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_1M_desc;Costs 1,000,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_1.2M_title;§G1M-1.2M State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_1.2M_desc;Costs 1,200,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_1.4M_title;§G1.2M-1.4M State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_1.4M_desc;Costs 1,400,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_1.6M_title;§G1.4M-1.6M State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_1.6M_desc;Costs 1,600,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_1.8M_title;§G1.6M-1.8M State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_1.8M_desc;Costs 1,800,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_2M_title;§G1.8M-2M State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_2M_desc;Costs 2,000,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_2.5M_title;§G2M-2.5M State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_2.5M_desc;Costs 2,500,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_3M_title;§G2.5M-3M State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_3M_desc;Costs 3,000,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z50state_literacy_campaign_3M+_title;§G3M+ State Literacy Campaign;;;;;;;;;x;;;;
z50state_literacy_campaign_3M+_desc;Costs 3,000,000 pounds to increase the literacy of the selected state by 5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_100k_title;§G0-100k State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_100k_desc;Costs 100,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_200k_title;§G100k-200k State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_200k_desc;Costs 200,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_300k_title;§G200k-300k State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_300k_desc;Costs 300,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_400k_title;§G300k-400k State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_400k_desc;Costs 400,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_500k_title;§G400k-500k State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_500k_desc;Costs 500,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_600k_title;§G500k-600k State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_600k_desc;Costs 600,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_700k_title;§G600k-700k State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_700k_desc;Costs 700,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_800k_title;§G700k-800k State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_800k_desc;Costs 800,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_900k_title;§G800k-900k State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_900k_desc;Costs 900,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_1M_title;§G900k-1M State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_1M_desc;Costs 1,000,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_1.2M_title;§G1M-1.2M State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_1.2M_desc;Costs 1,200,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_1.4M_title;§G1.2M-1.4M State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_1.4M_desc;Costs 1,400,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_1.6M_title;§G1.4M-1.6M State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_1.6M_desc;Costs 1,600,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_1.8M_title;§G1.6M-1.8M State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_1.8M_desc;Costs 1,800,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_2M_title;§G1.8M-2M State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_2M_desc;Costs 2,000,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_2.5M_title;§G2M-2.5M State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_2.5M_desc;Costs 2,500,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_3M_title;§G2.5M-3M State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_3M_desc;Costs 3,000,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
z75state_literacy_campaign_3M+_title;§G3M+ State Literacy Campaign;;;;;;;;;x;;;;
z75state_literacy_campaign_3M+_desc;Costs 3,000,000 pounds to increase the literacy of the selected state by 2.5% and adds a 15 year cooldown timer for that state.;;;;;;;;;x;;;;
state_assimilation_title;State Scope: Assimilation;;;;;;;;;x;;;;
state_assimilation_desc;Adds a 300% assimilation rate bonus to the given state for 10 years. Cannot use on colonial states. Assimilation rate and assimilation chance are different variables, if a POPs assimilation chance is 0 it will not assimilate. Hover your mouse over the nationality of a POP in the population tab to see its individual assimilation chance.;;;;;;;;;x;;;;
state_suppression_title;State Scope: Suppression;;;;;;;;;x;;;;
state_suppression_desc;Gives a -0.15 MIL and CON modifier to the selected state for 10 years. You will receive a rebate of 900, 850, 800, and 700 AP for states with <100K, <300k, <1M, and >1M POPs respectively.;;;;;;;;;x;;;;
zprovince_migration_title;§GInternal Migration Attraction;;;;;;;;;x;;;;
zprovince_migration_desc;Gives a large bonus to internal migration to the targeted province. Does not increase the chance of receiving immigrants from other countries and does not work on colonial states. If a province has more than 10% RGO unemployment then the modifier will not work and should be reset.;;;;;;;;;x;;;;
zprovince_migration_reset_title;§RReset Province Migration;;;;;;;;;x;;;;
zprovince_migration_reset_desc;Removes all current province migration modifiers.;;;;;;;;;x;;;;
zstate_baby_boom_title;§GBaby Boom;;;;;;;;;x;;;;
zstate_baby_boom_desc;Gives a small baby boom modifier to the selected state and adds a 15 year cooldown timer. The duration is inversely proportional to the size of the state, e.g. a state with 90K population will have the modifier last 10x longer than a state with 900K population. Cannot be used on states above 1M population.;;;;;;;;;x;;;;
zstate_baby_boom_100k_title;§G0-100k State Population Baby Boom;;;;;;;;;x;;;;
zstate_baby_boom_100k_desc;Gives a small baby boom modifier to the selected state for 3000 days and adds a 15 year cooldown timer.;;;;;;;;;x;;;;
zstate_baby_boom_200k_title;§G100k-200k State Population Baby Boom;;;;;;;;;x;;;;
zstate_baby_boom_200k_desc;Gives a small baby boom modifier to the selected state for 2700 days and adds a 15 year cooldown timer.;;;;;;;;;x;;;;
zstate_baby_boom_300k_title;§G200k-300k State Population Baby Boom;;;;;;;;;x;;;;
zstate_baby_boom_300k_desc;Gives a small baby boom modifier to the selected state for 2400 days and adds a 15 year cooldown timer.;;;;;;;;;x;;;;
zstate_baby_boom_400k_title;§G300k-400k State Population Baby Boom;;;;;;;;;x;;;;
zstate_baby_boom_400k_desc;Gives a small baby boom modifier to the selected state for 2100 days and adds a 15 year cooldown timer.;;;;;;;;;x;;;;
zstate_baby_boom_500k_title;§G400k-500k State Population Baby Boom;;;;;;;;;x;;;;
zstate_baby_boom_500k_desc;Gives a small baby boom modifier to the selected state for 1800 days and adds a 15 year cooldown timer.;;;;;;;;;x;;;;
zstate_baby_boom_600k_title;§G500k-600k State Population Baby Boom;;;;;;;;;x;;;;
zstate_baby_boom_600k_desc;Gives a small baby boom modifier to the selected state for 1500 days and adds a 15 year cooldown timer.;;;;;;;;;x;;;;
