expand_rangaku_title;Expand Rangaku;;;;;;;;;;;;;x
expand_rangaku_desc;The Rangaku movement (literally "Western learning"), became increasingly involved in Japan's political debate over foreign isolation, arguing that the imitating of Western culture would strengthen rather than harm Japan. The Rangaku increasingly disseminated contemporary Western innovations throughout the first half of the 19th century.;;;;;;;;;;;;;x
end_sakoku_title;End Sakoku;;;;;;;;;;;;;x
end_sakoku_desc;Sakoku was the isolationist foreign policy of the Japanese Tokugawa shogunate under which, relations and trade between Japan and other countries were severely limited, nearly all foreign nationals were barred from entering Japan and common Japanese people were kept from leaving the country. §RCivilization Progress must be 5% in order to enact this decision.;;;;;;;;;;;;;x
ansei_purge_title;The Ansei Purge;;;;;;;;;;;;;x
ansei_purge_desc;Ansei Purge was a multi-year event in Japanese history of the Edo period, during which the Tokugawa shogunate imprisoned, executed, or exiled those who did not support its authority and foreign trade policies.;;;;;;;;;;;;;x
fukoku_kyohei_title;Fukoku Kyohei;;;;;;;;;;;;;x
fukoku_kyohei_desc;Fukoku kyohei ("Enrich the Country, Strengthen the Armed Forces"), was Japan's national slogan during the Meiji period. Although the government played a major role in providing the setting for industrialization, private enterprise also played a critical role in modernization efforts.;;;;;;;;;;;;;x
enacted_meiji_constitution;Enacted Meiji Constitution;;;;;;;;;;;;;x
iwakura_mission_title;Send The Iwakura Mission;;;;;;;;;;;;;x
iwakura_mission_desc;The Iwakura Mission was a Japanese diplomatic voyage to the United States and Europe by leading statesmen and scholars of the Meiji period. The aim of the mission was threefold: to gain recognition for the newly reinstated imperial dynasty under the Emperor Meiji, to begin preliminary renegotiation of the unequal treaties with the dominant world powers, and to make a comprehensive study of modern industrial, political, military and educational systems and structures in the United States and Europe.
meiji_constitution_title;Draft The Meiji Constitution;;;;;;;;;;;;;x
meiji_constitution_desc;Enacted after the Meiji Restoration, it provided for a form of mixed constitutional and absolute monarchy, based jointly on the Prussian and British models. In theory, the Emperor of Japan was the supreme leader, and the Cabinet, whose Prime Minister would be elected by a Privy Council, were his followers. In practice, the Emperor was head of state but the Prime Minister was the actual head of government.;;;;;;;;;;;;;x
abolish_han_system_title;Abolish The Han System;;;;;;;;;;;;;x
abolish_han_system_desc;Han is a Japanese historical term for the estate of a daimyo in the Edo and early Meiji period. The new Meiji government sought to abolish feudalism in Japan, and the title of daimyo in the han system was altered to han-chiji. In few decades time, almost all of the domains were disbanded and replaced with a new Meiji system of prefectures which were directly subordinate to the national government in Tokyo.;;;;;;;;;;;;;x
han_system_abolished;Han System Abolished;;;;;;;;;;;;;x
establish_korean_protectorate_title;Establish Korean Protectorate;;;;;;;;;;;;;x
establish_korean_protectorate_desc;Our advisors believe that any enroachment upon Korea by foreign powers will threaten the security of Japan itself, thus it would be prudent to establish a Japanese protectorate over the Korea before the western powers can.;;;;;;;;;;;;;x
invest_in_korea_title;Invest in Korea;;;;;;;;;;;;;x
invest_in_korea_desc;Helping the Koreans develop their economy would open their markets to us and further increase our influence over them.;;;;;;;;;;;;;x
annex_korea_title;Annex Korea;;;;;;;;;;;;;x
annex_korea_desc;The Korean state and its institutions are already under our control. It is time to end their facade of independence.;;;;;;;;;;;;;x
EVTNAME35810;Treaty of Ganghwa;;;;;;;;;;;;;x
EVTDESC35810;In a show of gunboat diplomacy, the Japanese have demanded we end our isolationism and accept their offer of protecionism. We are wary of foreign meddling in our affairs, however refusal to meet their demands may result in war.;;;;;;;;;;;;;x
EVTOPTA35810;We acquiesce to their demands.;;;;;;;;;;;;;x
EVTOPTB35810;Expel the foreign barbarians!;;;;;;;;;;;;;x
EVTNAME35811;Treaty of Ganghwa - Korea Agrees;;;;;;;;;;;;;x
EVTDESC35811;The Koreans have agreed to an unequal treaty with us.;;;;;;;;;;;;;x
EVTOPTA35811;Great!;;;;;;;;;;;;;x
EVTNAME35812;Treaty of Ganghwa - Korea Refuses;;;;;;;;;;;;;x
EVTDESC35812;The Koreans have rebuffed our offer.;;;;;;;;;;;;;x
EVTOPTA35812;They will open up to us, one way or another.;;;;;;;;;;;;;x
EVTOPTB35812;We will leave them alone.;;;;;;;;;;;;;x
EVTNAME35813;Treaty of Ganghwa - Korea Signs;;;;;;;;;;;;;x
EVTDESC35813;The Koreans have agreed to become a vassal of Japan.;;;;;;;;;;;;;x
EVTOPTA35813;OK.;;;;;;;;;;;;;x
EVTNAME35814;Japan-Korea Annexation Treaty;;;;;;;;;;;;;x
EVTDESC35814;The Japanese ambassador has delivered to us a set of demands that forces us to surrender all rights of sovereignty to the Empire of Japan. He says this treaty is non-negotiable. What do we reply?;;;;;;;;;;;;;x
EVTOPTA35814;We will submit.;;;;;;;;;;;;;x
EVTOPTB35814;Korea will be free!;;;;;;;;;;;;;x
EVTNAME35815;Korea Accepts Annexation;;;;;;;;;;;;;x
EVTDESC35815;The Koreans have accepted our demands to become part of our glorious empire.;;;;;;;;;;;;;x
EVTOPTA35815;Love live Nippon!;;;;;;;;;;;;;x
EVTNAME35816;Korea Rejects Annexation;;;;;;;;;;;;;x
EVTDESC35816;The Koreans have rejected our demands of annexation and declared an end to our protectorate over them.;;;;;;;;;;;;;x
EVTOPTA35816;We will make them comply!;;;;;;;;;;;;;x
EVTOPTB35816;We will respect their wishes.;;;;;;;;;;;;;x
explore_north_western_territory_title;Chart the North Western Territories;;;;;;;;;;;;;x
explore_north_western_territory_desc;Due to cartographic limitations, the exact boundary of our claims to the North West Territories of Canada granted to us by the crown have been ambiguous. An expedition should be dispatched to resolve this issue once and for all.;;;;;;;;;;;;;x
ruperts_land_act_title;The Rupert's Land Act of $YEAR$;;;;;;;;;;;;x
ruperts_land_act_desc;A bill has been passing through Parliament which would see the entirety of Rupert's Land -- all North American colonial territory between British Columbia and Ontario -- being annexed into the Canadian Confederation. Currently the land is administered by the Hudson's Bay Company, and thus we would be required to purchase it.;;;;;;;;;;;;x
EVTNAME44310;Rupert's Land Act;;;;;;;;;;;;;x
EVTDESC44310;The Canadian government has offered to purchase the territory controlled by the Hudson's Bay Company in Rupert's Land.;;;;;;;;;;;;;x
EVTOPTA44310;Let them have it.;;;;;;;;;;;;;x
EVTOPTB44310;Rupert's Land will remain separate.;;;;;;;;;;;;;x
EVTNAME44311;The Deed of Surrender;;;;;;;;;;;;;x
EVTDESC44311;The Canadian government wishes to incorporate our territory into their new confederacy.;;;;;;;;;;;;;x
EVTOPTA44311;Let them have it.;;;;;;;;;;;;;x
EVTOPTB44311;Rupert's Land will remain separate.;;;;;;;;;;;;;x
EVTNAME44312;Rupert's Land Act - Britain Agrees;;;;;;;;;;;;;x
EVTDESC44312;The crown has agreed to the sale of Rupert's Land.;;;;;;;;;;;;;x
EVTOPTA44312;From sea to sea.;;;;;;;;;;;;;x
EVTNAME44313;Rupert's Land Act - Britain Refuses;;;;;;;;;;;;;x
EVTDESC44313;The crown has vetoed the sale of Rupert's Land.;;;;;;;;;;;;;x
EVTOPTA44313;From sea to sea no more.;;;;;;;;;;;;;x
australian_federation_title;The Australian Colonies Government Act of $YEAR$;;;;;;;;;;;;;x
australian_federation_desc;The various constituent colonies of Australia have proposed a bill to British Parliament that would allow for an Australian federation and the right to limited self government.;;;;;;;;;;;;;x
explore_the_outback_title;Explore the Outback;;;;;;;;;;;;;x
explore_the_outback_desc;The interior of the Australian continet has not yet been mapped out. Explorers from all over the world have offered to explore the land for us.;;;;;;;;;;;;;x
outback;Outback;;;;;;;;;;;;;x
new_zealand_proclamation_title;New Zealand Constitution Act of $YEAR$;;;;;;;;;;;;;x
new_zealand_proclamation_desc;In response to increased petitioning for self-governance from a growing number of British settlers in New Zealand, a proposal has been made to British Parliament that would set up a central government with an elected General Assembly and six provincial governments.;;;;;;;;;;;;;x
incorporate_south_island_title;Incorporate South Island;;;;;;;;;;;;;x
incorporate_south_island_desc;British settlers have begun migrating to the sparsely populated South Island. The colonists have asked to form a union with North Island and join the New Zealand state.;;;;;;;;;;;;;x
xhosa_war_title;Conquest of the Xhosa;;;;;;;;;;;;;x
xhosa_war_desc;Frequent raids and skirmishes by neighbouring Xhosa tribes have taken its toll on the military and finances of Cape Colony. The governor-general has authorized a final war to end the Xhosa threat once and for all.;;;;;;;;;;;;;x
EVTNAME44401;Coflict in South Africa;;;;;;;;;;;;;x
EVTDESC44401;War has erupted in our crown colony of South Africa.;;;;;;;;;;;;;x
EVTOPTA44401;We will support them.;;;;;;;;;;;;;x
annex_natalia_title;Annex the Republic of Natal;;;;;;;;;;;;;x
annex_natalia_desc;The governor of Cape Colony has issued a proclamation declaring his intent to resume British military occupation of Port Natal.;;;;;;;;;;;;;x
EVTNAME44402;Battle of Blood River;;;;;;;;;;;;;x
EVTDESC44402;A band of Boer Voortrekkers have invaded us in an act of revenge for our earlier attack against the laagers. They have delivered to us a crushing defeat at Blood River and seized control of the territory around the port city of Durban.;;;;;;;;;;;;;x
EVTOPTA44402;Damn the white devils!;;;;;;;;;;;;;x
EVTNAME44403;The Natal Colony;;;;;;;;;;;;;x
EVTDESC44403;We have the opportunity to claim the newly formed Natalia Republic as a protectorate of Cape Colony.;;;;;;;;;;;;;x
EVTOPTA44403;We will take them.;;;;;;;;;;;;;x
EVTOPTB44403;Let them be.;;;;;;;;;;;;;x
EVTNAME44404;Annexation of Natal;;;;;;;;;;;;;x
EVTDESC44404;The government of Cape Colony has declared their intent to annex us.;;;;;;;;;;;;;x
EVTOPTA44404;We agree.;;;;;;;;;;;;;x
EVTOPTB44404;Hell no!;;;;;;;;;;;;;x
EVTNAME44405;Natalia Agrees;;;;;;;;;;;;;x
EVTDESC44405;The Natalia Republic has agreed to our terms of annexation.;;;;;;;;;;;;;x
EVTOPTA44405;Excellent.;;;;;;;;;;;;;x
EVTNAME44406;Natalia Refuses;;;;;;;;;;;;;x
EVTDESC44406;The Natalia Republic has rejected our terms of annexation.;;;;;;;;;;;;;x
EVTOPTA44406;We will force them to accept!;;;;;;;;;;;;;x
EVTOPTB44406;Leave them be.;;;;;;;;;;;;;x
expand_cape_colony_title;Expand Cape Colony;;;;;;;;;;;;;x
expand_cape_colony_desc;The natural borders of Cape Colony extend north all the way to the Orange River. An expedition will be dispatched to formally bring that territory under our control.;;;;;;;;;;;;;x
expand_northern_cape_title;Expand Northern Cape;;;;;;;;;;;;;x
expand_northern_cape_desc;We can incorporate the neighboring territory around Dikathong and Kimberley as part of North Cape Colony.;;;;;;;;;;;;;x
zulu_war_title;Conquest of Zululand;;;;;;;;;;;;;x
zulu_war_desc;The Zulu king has rejected an ultimatum provided by one of our diplomats over the settlement of a border dispute between the Zulu Kingdom and the Republic of Transvaal. This gives us a convenient casus beli to start a war with the Zulus.;;;;;;;;;;;;;x
boer_war_title;Conquest of the Boers;;;;;;;;;;;;;x
boer_war_desc;Migrants have been moving in large numbers through our colony on the Cape, on their way to the newly incorporated town of 'Johannesburg', where a major gold rush is taking place. The massive influx of foreign residents to the area is causing trouble along our borders, and this might be a valid excuse to end the independence of these pesky fringe states.;;;;;;;;;;;;;x
south_africa_union_title;South Africa Act of $YEAR$;;;;;;;;;;;;;x
south_africa_union_desc;With the conquest of South Africa complete, a proposal has been made to British Parliament to combine former Cape Colony with the Boer Republics into a self-governing Union of South Africa.;;;;;;;;;;;;;x
orange_capital_title;Establish Bloemfontein;;;;;;;;;;;;;x
orange_capital_desc;Bloemfontein would make a suitable location for the capital of our new republic.;;;;;;;;;;;;;x
transvaal_capital_title;Establish Pretoria;;;;;;;;;;;;;x
transvaal_capital_desc;Pretoria would make a suitable location for the capital of our new republic.;;;;;;;;;;;;;x
die_groot_trek;Die Groot Trek;;;;;;;;;;;;;x
boer_republic;Boer Republic;;;;;;;;;;;;;x
EVTNAME44407;Fall of the Basotho;;;;;;;;;;;;;x
EVTDESC44407;Defeat at the hands of the Boers have pushed our people to seek the protection of the British in Cape Colony.;;;;;;;;;;;;;x
EVTOPTA44407;Ask for their protection.;;;;;;;;;;;;;x
EVTOPTB44407;Defend ourselves.;;;;;;;;;;;;;x
EVTNAME44408;Fall of the Basotho;;;;;;;;;;;;;x
EVTDESC44408;The Basotho have come to offer their loyalty to us in exchange for protection from the Boers.;;;;;;;;;;;;;x
EVTOPTA44408;Accept them.;;;;;;;;;;;;;x
EVTOPTB44408;Send them away.;;;;;;;;;;;;;x
EVTNAME44409;Die Goot Trek;;;;;;;;;;;;;x
EVTDESC44409;The Great Trek (Die Groot Trek), was a mass migration of Dutch-speaking inhabitants of the British-run Cape Colony, who left the Cape and travelled eastward by wagon train, into the interior of the continent, in order to live beyond the reach of the British colonial administration. The Great Trek led directly to the founding of several autonomous Boer republics, namely the South African Republic (also known as Transvaal), the Orange Free State, and the Natalia Republic.;;;;;;;;;;;;;x
EVTOPTA44409;OK.;;;;;;;;;;;;;x
EVTNAME44451;Rise of the Black Pasha;;;;;;;;;;;;;x
EVTDESC44451;Born in 1830 as Al-Zubayr Rahma Mansur, he began his large-scale business in 1856, when he left Khartoum with a small army, to set up a network of trading forts, focusing his efforts on slave trading and ivory sales. At its height, his trading empire controlled much the Bahr el Ghazal as well as what are today parts of Chad and the Central African Republic. He was referred to as "the richest and worst", a "Slaver King" "who had chained lions as part of his escort".;;;;;;;;;;;;;x
EVTOPTA44451;We will keep a close eye on him.;;;;;;;;;;;;;x
peace_ottomans_title;Negotiate with Ottomans;;;;;;;;;;;;;x
peace_ottomans_desc;The war is going badly for us, maybe the Ottomans will accept a peace deal if we agree to give up our claims in the Levant.;;;;;;;;;;;;;x
conquest_of_darfur_title;Conquest of Darfur;;;;;;;;;;;;;x
conquest_of_darfur_desc;With the rest of South Sudan under our control, now would be an opportune time to bring the Sultanate of Darfur back under the rule of the Khedivate.;;;;;;;;;;;;;x
EVTNAME44453;Mahdist Uprising;;;;;;;;;;;;;x
EVTDESC44453;Rising resentment toward foreign rulers, lax religious standards, and the abolishment of the slave trade, has caused a Muslim cleric named Muhammad Ahmad to preach renewal of the faith and liberation of the land. He has attracted a large following in Sudan and declared open revolt against Egyptian rule.;;;;;;;;;;;;;x
EVTOPTA44453;We will crush them!;;;;;;;;;;;;;x
EVTNAME60160;Change of Government;;;;;;;;;;;;;x
EVTDESC60160;As an independent nation we are now free to appoint our own government.;;;;;;;;;;;;;x
EVTOPTA60160;Hurrah!;;;;;;;;;;;;;x
complete_circassian_pacification_title;Pacification of Circassia;;;;;;;;;;;;;x
complete_circassian_pacification_desc;A supply route to our holdings in Transcaucasia must be established via the annexation of the North Caucasian imamates if we are to consolidate our rule in the region.;;;;;;;;;;;;;x
integrate_transcaucasia_title;Integrate Transcaucasia;;;;;;;;;;;;;x
integrate_transcaucasia_desc;Now that we have established a direct border with our transcaucasian client states, we can formally integrate them into our empire.;;;;;;;;;;;;;x
circassian_genocide;Circassian Genocide;;;;;;;;;;;;;x
EVTNAME32521;The Circassian Genocide;;;;;;;;;;;;;x
EVTDESC32521;In 1857, the Minister of War, Dmitry Milyutin, argued in regards to the pacification of Circassia, that "eliminating the Circassians was to be an end in itself – to cleanse the land of hostile elements". Although the order given by Tsar Alexander II was to deport the Circassians rather than to massacre them, the Russian commanders were open to the idea of massacring large portions of the Circassian population, and General Fadeyev wrote that the Russian command decided "to exterminate half the Circassian people to get the other half to lay down their arms." In the end, up to 1,500,000 (75% of the total Circassian population) were killed or expelled, with most of the survivors fleeing to the Ottoman Empire.;;;;;;;;;;;;;x
EVTOPTA32521;A tragedy.;;;;;;;;;;;;;x
milyutin_army_reform_title;Milyutin's Army Reforms;;;;;;;;;;;;;x
milyutin_army_reform_desc;A graduate of the Nicholas Military Academy in 1836, Dmitry Milyutin served in the Caucasus and later a lecturer at the Military Academy. Tsar Alexander II appointed Milyutin to be the Minister of War in $YEAR$. Milyutin proposed a series of reforms to improve the quality and provisioning of forces, and including the idea of conscription as the recruiting base for the forces.;;;;;;;;;;;;;x
russify_baltic_states_title;Russify the Baltic States;;;;;;;;;;;;;x
russify_baltic_states_desc;The Russian press took up the topic of German influence in the Baltic provinces. As early as the 1860s, the Slavophiles demanded the end of the autonomy in the Baltic provinces and a standardized administration. The unification of Germany and its subsequent development into a Great Power considerably increased the military-strategic importance of the Estonian and Latvian territories which bordered the Baltic Sea, between the extensively autonomous Finland and the rebellious Poland-Lithuania. The security of the capital St Petersburg became a serious issue for the Russian Empire. Tsarist Russia’s government circles were afraid of the Baltic German's possible orientation towards Germany, especially worrying was the thought that by Germanizing the Estonians and Latvians, the Germans could become the majority nation in the Baltics.;;;;;;;;;;;;;x
russification_of_finland_title;The Russification of Finland;;;;;;;;;;;;;x
russification_of_finland_desc;Having enjoyed prosperity and control over their own affairs, and having remained loyal subjects for nearly a century, the manifesto which the $MONARCHTITLE$ issued on $YEAR$ was cause for Finnish despair. The manifesto was forced through the Finnish senate by the deciding vote of the senate president, an appointee of the $MONARCHTITLE$ — and after the governor-general of Finland, Nikolay Bobrikov, had threatened a military invasion and siege. While ostensibly affirming the Finns' rights in purely local matters, the manifesto asserted the authority of the state in any and all matters which could be considered to "come within the scope of the general legislation of the empire".;;;;;;;;;;;;;x
claim_negusa_nagast_title;Claim the Imperial Throne;;;;;;;;;;;;;x
claim_negusa_nagast_desc;The Solomonic dynasty is a puppet in Gonder and Ethiopia carries on divided. This era, known as the Zemene Mesafint or the 'Age of Princes', has warlords, regional princes, and noble houses vying with each other for power and control. They divided the Empire into personal fiefs and fought each other continuously. A puppet Emperor of the dynasty was enthroned in Gonder by one warlord, only to be dethroned and replaced by another member of the Imperial dynasty when a different warlord was able to seize Gonder and the reins of power. Regions such as Gojjam and Shewa were ruled by their own branches of the Imperial dynasty and, in Shewa, the local prince went as far as assuming the title of King. Now it's our time to try and seize the moment, to claim the title of King, to march on Gonder and all of Ethiopia and to try and bring an end to the infighting, to make Ethiopia whole once more.;;;;;;;;;;;;;x
become_negusa_nagast_title;Become Negusa Nagast;;;;;;;;;;;;;x
become_negusa_nagast_desc;The 'Zemene Mesafint' or the 'Age of Princes' is a period in Ethiopian history lasting from about 1769 to until now, during which Ethiopia was largely fractioned due to political infighting, and the imperial office reduced to the status of a mere figurehead. The $MONARCHTITLE$ of $COUNTRY$ could claim the title of 'Negusa Nagast', that is, 'King of Kings', to bring an end to the Age of Princes, and to usher in the modern Imperial era in Ethiopia. Is it time for a coronation?;;;;;;;;;;;;;x
nationalist_agitation;Nationalist Agitation;;;;;;;;;;;;;x
conquer_montenegro_title;Our Claims in Montenegro;;;;;;;;;;;;;x
conquer_montenegro_desc;Montenegro rebelled from our empire in the past, with several skirmishes around their border and our troops happening. We never lost our claim and never recognized their independence, but if we are to keep it this way we need to end this rebellion against our rule soon.;;;;;;;;;;;;;x
EVTNAME35710;Death of Said bin Sultan Al-Said;;;;;;;;;;;;;x
EVTDESC35710;The Sultan has died without heir and his realm is being divided amongst his sons. The third son of the late Sultan, Thuwaini bin Said, has established his rule over Oman. The sixth son, Majid bin Said, has declared a new independent Zanzibar Sultanate.;;;;;;;;;;;;;x
EVTOPTA35710;This is a suitable arrangement.;;;;;;;;;;;;;x
EVTOPTB35710;Reclaim Zanzibar.;;;;;;;;;;;;;x
annex_luxembourg_title;Integrate Luxembourg;;;;;;;;;;;;;x
annex_luxembourg_desc;Our new land border to Luxembourg allows us to formally incorporate the duchy into our nation.;;;;;;;;;;;;;x
abolish_cultuurstelsel_title;Abolish Cultuurstelsel;;;;;;;;;;;;;x
abolish_cultuurstelsel_desc;The Cultivation System (cultuurstelsel) was a Dutch government policy for its colonies that required a portion of agricultural production to be devoted to export crops. Instead of land taxes, 20% of village land had to be devoted to government crops for export or, alternatively, peasants had to work in government-owned plantations for 60 days of the year. Ending this practice will encourage private enterprise and attract more entrepreneurial settlers to the colonies.;;;;;;;;;;;;;x
cultuurstelsel;Cultuurstelsel;;;;;;;;;;;;;x
cultuurstelsel_abolished;Cultuurstelsel Abolished;;;;;;;;;;;;;x
liberal_period;Liberal Period\n§WColonial Migration: §G+0.5§W;;;;;;;;;;;;;x
liberal_period_desc;Prior to the late 19th century recession, the Liberal Party had been dominant in policy making in the Netherlands. Its free market philosophy found its way to the Indies where the cultivation system was de-regulated. Under agrarian reforms from 1870, producers were no longer compelled to provide crops for exports, but the Indies were open up to private enterprise. Dutch businessmen set up large, profitable plantations. Sugar production doubled between 1870 and 1885; new crops such as tea and cinchona flourished, and rubber was introduced, leading to dramatic increases in Dutch profits.;;;;;;;;;;;;;x
liberal_period_province;Liberal Period;;;;;;;;;;;;;x
batavia_reborn_title;Batavia Reborn;;;;;;;;;;;;;x
batavia_reborn_desc;The abolishment of the cultuurstelsel has spurred a wave of immigration and population growth in the East Indies, particularly around the colonial capital of Batavia. A renovation of the city would help accomodate the influx of new migrants and help facilitate the growth of new business.;;;;;;;;;;;;;x
batavia_reborn;Batavia Reborn;;;;;;;;;;;;;x
EVTNAME35901;Colonial Ethical Policy;;;;;;;;;;;;;x
EVTDESC35901;The Liberal Period was seen as an important step forward in civilizing our colonial subjects, however it's main goal was still the extraction of resources from the colonies to the mainland. The $MONARCHTITLE$ is convinced that a more ethical approach is in order, one that puts the well being of our subjects above profits.;;;;;;;;;;;;;x
EVTOPTA35901;It is our burden.;;;;;;;;;;;;;x
EVTNAME35910;The Coronation of Queen Wilhelmina;;;;;;;;;;;;;x
EVTDESC35910;William III, King of the Netherlands and Grand Duke of Luxembourg, has died, and his only child, Wilhelmina, has ascended to the throne. Unfortunately the new queen has no claims to the crown of Luxembourg, and it is passed on to the House of Nassau.;;;;;;;;;;;;;x
EVTOPTA35910;Right then.;;;;;;;;;;;;;x
retake_brazil_title;Restore Order in Brazil;;;;;;;;;;;;;x
retake_brazil_desc;Although the Cortes Gerais (General Courts) agreed to recgonize the independence of Brazil in 1825, a strong desire to restore Brazilian suzerainty to Portugal still exists among the elites in this country. If we are to retake the Brazilian breakaway states, we must do it quickly before they grow too accustomed independence.;;;;;;;;;;;;;x
restore_portugal_brazil_title;Restore the United Kingdom of Portugal and Brazil;;;;;;;;;;;;;x
restore_portugal_brazil_desc;Independence movements in Brazil have been sufficiently pacified enough for us to consider elevating Brazil to equal status with Portugal..;;;;;;;;;;;;;x
kongo_intervention_title;Intervention in Kongo;;;;;;;;;;;;;x
kongo_intervention_desc;The Kingdom of Kongo is currently engaged in a civil war over succession rights of the new king. One of the claimants has promised to become our vassal if we were to help him secure the throne in Mbanza.;;;;;;;;;;;;;x
claim_angola_title;Claim Inner Angola;;;;;;;;;;;;;x
claim_angola_desc;It would be wise for us to start colonization of Inner Angola before the other Great Powers have a chance to stake a claim over the territory.;;;;;;;;;;;;;x
kongo_empire_title;Restore the Kongo Empire;;;;;;;;;;;;;x
kongo_empire_desc;Before the Portuguese weakened us, we once ruled over the lands now inhabited by the Ngoyo and Kakango tribes. Now is the time to restore the great Kongo Empire. §RCivilization Progress must be 30% to enact this decision.;;;;;;;;;;;;;x
found_mocamedes_title;Found Mocamedes;;;;;;;;;;;;;x
found_mocamedes_desc;Our latest expedition has managed to subdue the tribes along the coast of Southern Angola and set up colony in there.;;;;;;;;;;;;;x
end_gaza_kingdom_title;End the Gaza Kingdom;;;;;;;;;;;;;x
conquest_of_angoche_title;Conquest of Angoche;;;;;;;;;;;;;x
conquest_of_angoche_desc;The trading port of Angoche is a major hub of illegal slaving in East Africa. We can use the abolition of the slave trade as a convenient casus belli for annexing the area.;;;;;;;;;;;;;x
end_gaza_kingdom_title;End the Gaza Kingdom;;;;;;;;;;;;;x
end_gaza_kingdom_desc;The Scramble for Africa has begun, and it has been agreed upon at the Congo Conference that Mozambique is to be administered by us. It is time to end the Gaza Kingdom and expand our colonial holdings in Mozambique.;;;;;;;;;;;;;x
form_sweden_norway_title;Form the Union of Sweden-Norway;;;;;;;;;;;;;x
form_sweden_norway_desc;While technically in a personal union with the crown of Sweden since 1814, the Kingdom of Norway was allowed to draft its own constitution and handle its own domestic affairs. The Pan-Scandinavian movement is at an all time high and now would be a good time to solidify our union with Norway by granting them more representation and creating a new join Swedish-Norwegian government.;;;;;;;;;;;;;x
EVTNAME36623;Dissolution of the Union;;;;;;;;;;;;;x
EVTDESC36623;The dissolution of the union between the kingdoms of Norway and Sweden under the House of Bernadotte, was set in motion by a resolution of the Norwegian Parliament (the Storting) on 7 June 1905. Following some months of tension and fear of war between the neighboring kingdoms - and a Norwegian plebiscite held on 13 August which overwhelmingly backed dissolution – negotiations between the two governments led to Sweden's recognition of Norway as an independent constitutional monarchy on 26 October 1905.;;;;;;;;;;;;;x
EVTOPTA36623;Regrettable;;;;;;;;;;;;;x
build_addis_ababa_title;Build Addis Ababa;;;;;;;;;;;;;x
build_addis_ababa_desc;The "New Flower" was founded in 1886 by Emperor Menelik II, Addis Ababa would become the capital of Ethiopia and the site of the Imperial Palace.;;;;;;;;;;;;;x
EVTNAME44601;War of the Confederation;;;;;;;;;;;;x
EVTDESC44601;The confederation of Peru and Bolivia represents a threat to our interests. If the confederation is given time to solidify, they could easily become a new powerhouse in South America -- and one that is no friend to $COUNTRY$. Thankfully there are signs that the confederation is unstable: the Peruvians chafe at the Bolivian leadership, and given enough incentive they might withdraw. If we act now, we might be able to stir our people against them.;;;;;;;;;;;;x,
EVTOPTA44601;The Peru-Bolivian Confederation must fall.;;;;;;;;;;;;x
EVTOPTB44601;Reconciling with them is our only hope.;;;;;;;;;;;;x
EVTNAME44602;War of the Confederation;;;;;;;;;;;;x
EVTDESC44602;The power of a potential Peru-Bolivian union has rattled the Chileans enough to declare war on us in an attempt to stop our consolidation efforts with Peru.;;;;;;;;;;;;x
EVTOPTA44602;The Peru-Bolivian Confederation will prevail.;;;;;;;;;;;;x
EVTNAME44603;The Peru-Bolivian Union;;;;;;;;;;;;x
EVTDESC44603;Victory over the Chileans has caused a surge in popular support for full integration of Peru and Bolivia.;;;;;;;;;;;;x
EVTOPTA44603;¡Viva Peru-Bolivia!;;;;;;;;;;;;x
EVTNAME44604;The End of Peru-Bolivia;;;;;;;;;;;;x
EVTDESC44604;Our defeat at the hands of the Chileans has ended any support for a continued union between Peru and Bolivia.;;;;;;;;;;;;x
EVTOPTA44604;Damn!;;;;;;;;;;;;x
EVTNAME44605;Bolivian-Argentine Border Treaty;;;;;;;;;;;;x
EVTDESC44605;After the recent war the Argentines have taken Cochinoca and Tarija. Now with the post-war peace talks, our diplomats proposed that we raise the question of the settlement of the borders between Bolivia and Argentina. The best deal we can get by our diplomats calculations is to offer to renounce all our claims in Cochinoca, Uquia, Jujuy and Salta in exchange for their renouncement of their claims in Tarija.;;;;;;;;;;;;x
EVTOPTA44605;Make the proposal.;;;;;;;;;;;;x
EVTOPTB44605;We will not renounce our claims.;;;;;;;;;;;;x
EVTNAME44610;The fall of Grão-Pará;;;;;;;;;;;;x
EVTDESC44610;Our armies are destroyed and our capital has been captured by the Brazilians. What hope do we have left to win this war?;;;;;;;;;;;;x
EVTOPTA44610;We should surrender.;;;;;;;;;;;;x
EVTOPTB44610;We will never surrender!;;;;;;;;;;;;x
EVTNAME44611;The fall of Piratini;;;;;;;;;;;;x
EVTDESC44611;Our armies are destroyed and our capital has been captured by the Brazilians. What hope do we have left to win this war?;;;;;;;;;;;;x
EVTOPTA44611;We should surrender.;;;;;;;;;;;;x
EVTOPTB44611;We will never surrender!;;;;;;;;;;;;x
EVTNAME44614;The fall of Bahia;;;;;;;;;;;;x
EVTDESC44614;Our armies are destroyed and our capital has been captured by the Brazilians. What hope do we have left to win this war?;;;;;;;;;;;;x
EVTOPTA44614;We should surrender.;;;;;;;;;;;;x
EVTOPTB44614;We will never surrender!;;;;;;;;;;;;x
EVTNAME44615;The fall of Maranhão;;;;;;;;;;;;x
EVTDESC44615;Our armies are destroyed and our capital has been captured by the Brazilians. What hope do we have left to win this war?;;;;;;;;;;;;x
EVTOPTA44615;We should surrender.;;;;;;;;;;;;x
EVTOPTB44615;We will never surrender!;;;;;;;;;;;;x
